fraud,policy_id,incident_type_theft,policy_state_ca,policy_deductable,num_witnesses,policy_state_or,incident_month,customer_gender_female,num_insurers_past_5_years,customer_gender_male,total_claim_amount,authorities_contacted_police,incident_day,collision_type_side,customer_age,customer_education,driver_relationship_child,driver_relationship_spouse,injury_claim,incident_dow,collision_type_na,incident_severity,driver_relationship_self,num_claims_past_year,months_as_customer,auto_year,num_vehicles_involved,policy_state_nv,authorities_contacted_ambulance,num_injuries,policy_liability,police_report_available,driver_relationship_na,incident_type_breakin,authorities_contacted_none,authorities_contacted_fire,driver_relationship_other,policy_state_id,incident_hour,vehicle_claim,incident_type_collision,policy_annual_premium,policy_state_az,policy_state_wa,collision_type_rear,collision_type_front
0,206,0,1,750,0,0,1,1,1,0,15500,1,3,0,48,3,0,0,0,3,1,0,0,0,74,2020,1,0,0,0,0,0,1,1,0,0,0,0,12,15500,0,3000,0,0,0,0
0,3481,0,1,750,1,0,12,0,1,1,8500,1,6,0,51,3,1,0,0,4,0,0,0,0,79,2019,2,0,0,0,0,0,0,0,0,0,0,0,13,8500,1,3000,0,0,0,1
0,217,0,1,750,0,0,8,1,3,0,31500,1,22,0,25,3,0,0,9000,3,1,1,0,0,9,2014,1,0,0,1,0,0,1,1,0,0,0,0,13,22500,0,3000,0,0,0,0
0,1869,0,1,750,3,0,4,0,3,1,25500,1,2,1,31,3,0,0,0,1,0,2,1,0,36,2013,4,0,0,0,0,1,0,0,0,0,0,0,15,25500,1,3000,0,0,0,0
0,222,0,1,750,4,0,8,1,1,0,46500,1,21,0,69,2,1,0,17000,2,0,2,0,0,280,2016,3,0,0,4,0,1,0,0,0,0,0,0,5,29500,1,3000,0,0,0,1
0,1872,0,1,750,1,0,2,0,1,0,20500,1,15,0,64,1,0,0,0,4,0,1,1,0,186,2019,2,0,0,0,1,0,0,0,0,0,0,0,9,20500,1,3000,0,0,0,1
0,1873,0,0,750,2,0,5,0,1,0,11000,0,2,1,46,3,0,0,0,3,0,0,1,0,106,2014,2,0,0,0,1,0,0,0,1,0,0,0,19,11000,1,3000,1,0,0,0
0,3498,0,1,750,0,0,10,1,1,0,10500,1,18,0,41,3,0,0,0,4,1,0,0,0,101,2012,1,0,0,0,3,0,1,1,0,0,0,0,0,10500,0,3000,0,0,0,0
0,1876,0,1,750,2,0,11,0,3,1,10000,1,20,1,18,1,0,0,0,2,0,1,1,0,7,2014,2,0,0,0,1,1,0,0,0,0,0,0,10,10000,1,3000,0,0,0,0
0,3501,0,0,750,0,0,10,0,1,1,91500,1,28,1,50,3,0,0,50000,0,0,2,1,0,102,2019,3,1,0,3,1,1,0,0,0,0,0,0,14,41500,1,3000,0,0,0,0
0,1880,0,0,750,0,0,11,0,1,1,15500,0,23,0,51,3,0,1,0,5,0,0,0,0,191,2016,2,0,0,0,0,0,0,0,1,0,0,0,11,15500,1,2600,1,0,0,1
0,1881,0,0,750,1,0,2,0,1,1,13000,0,28,0,36,3,0,0,0,3,0,0,1,0,57,2013,2,0,0,0,0,0,0,0,1,0,0,0,17,13000,1,3000,1,0,0,1
0,1886,0,1,750,0,0,11,1,1,0,12000,1,21,0,62,3,0,0,0,3,1,0,0,0,137,2008,1,0,0,0,0,0,1,1,0,0,0,0,3,12000,0,3000,0,0,0,0
0,1886,0,1,750,0,0,11,0,1,1,12000,1,21,0,35,3,0,0,0,3,1,0,0,0,107,2015,1,0,0,0,3,0,1,1,0,0,0,0,3,12000,0,3000,0,0,0,0
0,3517,0,1,750,0,0,10,1,3,0,19500,1,11,1,50,1,0,0,0,4,0,1,1,0,22,2020,2,0,0,0,2,1,0,0,0,0,0,0,7,19500,1,3000,0,0,0,0
0,253,0,0,750,0,1,10,0,2,1,18000,1,6,1,44,1,0,1,0,6,0,1,0,0,3,2018,2,0,0,0,1,1,0,0,0,0,0,0,15,18000,1,3000,0,0,0,0
0,1903,0,1,750,1,0,12,0,1,1,21000,1,20,0,58,3,0,1,0,4,0,1,0,0,214,2015,3,0,0,0,2,1,0,0,0,0,0,0,13,21000,1,2600,0,0,1,0
0,255,0,0,750,0,0,3,0,1,1,39500,1,9,0,62,3,0,0,0,5,0,2,1,0,180,2019,3,0,0,0,0,1,0,0,0,0,0,0,18,39500,1,3000,1,0,1,0
1,258,0,1,750,0,0,5,0,3,1,6000,0,2,0,57,3,0,0,0,3,0,0,1,0,39,2017,1,0,0,0,0,0,0,0,1,0,0,0,7,6000,1,2600,0,0,1,0
0,3533,0,1,750,0,0,2,0,1,1,18000,1,2,0,54,3,0,1,0,5,0,1,0,0,136,2020,2,0,0,0,0,1,0,0,0,0,0,0,4,18000,1,3000,0,0,0,1
0,1911,0,1,750,1,0,7,0,1,1,37000,1,29,0,56,3,0,0,6500,0,0,2,1,0,231,2017,3,0,0,1,1,1,0,0,0,0,0,0,13,30500,1,2750,0,0,0,1
0,262,0,0,750,0,0,11,0,1,1,53500,1,16,1,56,1,0,0,16000,5,0,2,1,0,73,2019,3,1,0,1,2,1,0,0,0,0,0,0,2,37500,1,3000,0,0,0,0
0,268,0,1,750,2,0,12,0,1,1,61000,1,20,1,40,2,0,0,30000,4,0,2,1,0,156,2014,3,0,0,3,0,1,0,0,0,0,0,0,22,31000,1,3000,0,0,0,0
0,1917,0,0,750,2,1,5,0,1,1,31000,1,8,0,33,3,0,0,19500,2,0,1,1,0,81,2003,2,0,0,2,1,0,0,0,0,0,0,0,16,11500,1,3000,0,0,1,0
0,1919,0,0,750,0,0,1,1,1,0,18000,1,14,0,19,1,0,0,0,0,1,0,0,0,2,2017,1,0,0,0,1,0,1,1,0,0,0,0,3,18000,0,3000,1,0,0,0
0,277,0,1,750,0,0,1,1,1,0,14500,1,22,1,57,4,0,1,0,1,0,1,0,0,113,2019,2,0,0,0,0,0,0,0,0,0,0,0,10,14500,1,2750,0,0,0,0
0,3557,0,0,750,0,0,5,0,2,1,11000,0,12,1,22,1,0,1,0,6,0,0,0,0,12,2010,2,0,0,0,1,0,0,0,1,0,0,0,17,11000,1,2750,0,1,0,0
0,286,0,0,750,0,0,2,0,1,0,18500,1,14,1,52,3,0,0,0,3,0,0,1,0,63,2019,2,0,0,0,1,0,0,0,0,0,0,0,13,18500,1,3000,0,1,0,0
0,289,0,0,750,0,0,12,0,1,1,48500,1,27,1,49,3,0,0,30000,4,0,1,1,0,166,2010,2,1,0,1,2,0,0,0,0,0,0,0,15,18500,1,3000,0,0,0,0
0,3564,0,1,750,0,0,1,0,1,1,15000,0,5,0,48,4,0,0,0,5,0,0,1,0,111,2014,2,0,0,0,3,0,0,0,1,0,0,0,20,15000,1,2900,0,0,1,0
0,3564,0,1,750,0,0,1,0,1,1,15000,0,5,0,49,4,0,0,0,5,0,0,1,0,81,2018,2,0,0,0,0,0,0,0,1,0,0,0,20,15000,1,3000,0,0,1,0
0,295,0,0,750,1,1,10,0,1,1,7000,1,15,0,38,3,0,0,0,1,1,0,0,0,154,2016,1,0,0,0,2,0,1,1,0,0,0,0,16,7000,0,2600,0,0,0,0
0,296,0,1,750,1,0,11,0,1,1,33000,1,21,0,52,3,0,0,3500,3,0,2,1,0,140,2016,3,0,0,4,0,1,0,0,0,0,0,0,12,29500,1,3000,0,0,0,1
0,1953,0,1,800,0,0,6,0,1,1,46000,1,6,0,62,4,0,0,9000,3,0,2,1,0,52,2020,3,0,0,1,2,1,0,0,0,0,0,0,18,37000,1,2550,0,0,0,1
0,1954,0,1,750,2,0,10,1,1,0,50000,1,14,0,65,1,0,0,17500,0,0,2,1,0,292,2013,3,0,0,4,1,1,0,0,0,0,0,0,11,32500,1,2800,0,0,1,0
0,1955,0,1,750,0,0,7,0,3,1,13500,0,26,1,27,1,0,0,0,4,0,0,1,0,46,2017,1,0,0,0,0,0,0,0,1,0,0,0,10,13500,1,3000,0,0,0,0
0,1956,0,0,750,3,0,10,0,1,1,12000,0,19,1,54,3,0,0,0,5,0,0,1,0,106,2019,2,0,0,0,0,0,0,0,1,0,0,0,9,12000,1,3000,1,0,0,0
0,3585,0,1,750,1,0,5,1,1,0,9500,0,31,0,41,3,0,0,0,4,0,0,1,2,124,2018,2,0,0,0,0,0,0,0,1,0,0,0,9,9500,1,3000,0,0,1,0
0,3585,0,0,750,1,0,5,0,1,1,9500,0,31,0,50,3,0,0,0,4,0,0,1,0,120,2018,2,0,0,0,1,0,0,0,1,0,0,0,9,9500,1,3000,1,0,1,0
0,301,0,0,750,2,0,7,0,2,1,15000,1,13,1,34,3,0,0,0,5,0,0,1,0,30,2015,3,0,0,0,0,1,0,0,0,0,0,0,2,15000,1,2850,1,0,0,0
0,3609,0,1,750,0,0,8,0,2,1,18500,1,1,0,33,1,0,0,0,3,0,1,1,0,40,2010,2,0,0,0,2,1,0,0,0,0,0,0,11,18500,1,3000,0,0,0,1
0,303,0,0,750,1,0,4,1,1,0,9000,0,30,1,50,4,0,0,0,1,0,0,1,0,167,2019,2,0,0,0,3,0,0,0,1,0,0,0,6,9000,1,3000,1,0,0,0
1,315,0,1,750,0,0,10,0,2,1,16500,1,25,0,27,3,0,0,0,4,0,1,1,0,48,2020,2,0,0,0,1,0,0,0,0,0,0,0,5,16500,1,3000,0,0,0,1
0,3628,0,0,750,1,0,11,0,1,1,38000,1,23,0,21,1,0,0,15000,5,0,1,1,0,1,2018,3,0,0,1,1,1,0,0,0,0,0,0,5,23000,1,3000,1,0,0,1
0,326,0,1,750,2,0,9,0,1,1,29500,1,16,1,51,2,0,0,4500,0,0,2,1,0,112,2019,3,0,0,1,2,1,0,0,0,0,0,0,8,25000,1,3000,0,0,0,0
0,326,0,0,750,2,0,9,0,1,1,29500,1,16,1,44,2,0,0,4500,0,0,2,1,0,104,2013,3,0,0,1,2,1,0,0,0,0,0,0,8,25000,1,2600,0,1,0,0
1,1981,0,0,750,0,1,1,0,1,1,11500,1,11,0,43,3,0,0,0,4,1,0,0,0,240,2015,1,0,0,0,2,0,1,1,0,0,0,0,3,11500,0,3000,0,0,0,0
1,1981,0,1,750,0,0,1,0,1,1,11500,1,11,0,57,3,0,0,0,4,1,0,0,3,54,2018,1,0,0,0,0,0,1,1,0,0,0,0,3,11500,0,3000,0,0,0,0
0,1988,0,1,750,2,0,9,0,1,1,67000,1,23,0,37,3,1,0,30000,0,0,2,0,0,53,2018,3,0,0,1,2,1,0,0,0,0,0,0,8,37000,1,3000,0,0,0,1
0,338,0,0,750,0,0,11,0,1,1,35500,1,1,1,45,3,0,0,7500,4,0,2,1,0,147,2014,2,0,0,1,1,1,0,0,0,0,0,0,19,28000,1,3000,1,0,0,0
0,359,0,1,750,5,0,5,0,1,1,18000,1,11,0,58,3,0,0,0,5,0,1,1,1,241,2015,4,0,0,0,0,1,0,0,0,0,0,0,5,18000,1,3000,0,0,1,0
1,2017,0,0,750,0,0,3,1,5,0,18000,1,29,0,22,3,0,0,7500,4,0,1,1,0,7,2018,1,0,0,1,2,0,0,0,0,0,0,0,15,10500,1,2800,0,1,0,1
0,366,0,1,750,2,0,2,1,1,0,12000,1,3,1,42,3,0,1,0,6,0,1,0,0,174,2018,3,0,0,0,0,1,0,0,0,0,0,0,17,12000,1,3000,0,0,0,0
0,366,0,1,750,2,0,2,1,1,0,12000,1,3,1,68,3,0,1,0,6,0,1,0,0,295,2013,3,0,0,0,0,1,0,0,0,0,0,0,17,12000,1,3000,0,0,0,0
0,3649,0,0,750,0,0,4,0,4,0,13500,0,24,0,50,3,0,0,0,2,0,0,1,0,34,2014,2,0,0,0,1,0,0,0,1,0,0,1,7,13500,1,3000,0,0,1,0
0,3649,0,0,750,0,1,4,1,2,0,13500,0,24,0,31,3,0,0,0,2,0,0,1,0,5,2018,2,0,0,0,1,0,0,0,1,0,0,0,7,13500,1,3000,0,0,1,0
0,3650,0,1,750,1,0,12,0,1,1,42000,1,10,0,59,2,0,0,4000,1,0,2,1,0,207,2018,3,0,0,1,0,1,0,0,0,0,0,0,10,38000,1,2900,0,0,1,0
0,380,0,1,750,2,0,12,0,1,1,20500,1,8,0,23,4,0,1,5500,6,0,1,0,0,49,2013,4,0,0,4,0,1,0,0,0,0,0,0,14,15000,1,3000,0,0,0,1
0,3661,0,0,750,2,0,2,0,1,0,17000,0,3,0,61,2,0,0,0,6,0,0,1,0,142,2019,2,1,0,0,1,0,0,0,1,0,0,0,9,17000,1,3000,0,0,0,1
0,2048,0,1,750,0,0,8,0,1,1,17000,0,5,0,32,3,0,0,0,0,0,0,1,0,75,2018,2,0,0,0,2,0,0,0,1,0,0,0,11,17000,1,3000,0,0,0,1
0,2054,0,0,750,0,0,9,1,1,0,8000,1,24,0,55,3,0,0,0,1,1,0,0,0,91,2019,1,0,0,0,1,0,1,1,0,0,0,1,12,8000,0,3000,0,0,0,0
0,2058,0,1,750,2,0,10,0,1,1,18000,1,19,0,64,2,0,0,0,5,0,1,0,0,226,2018,2,0,0,0,0,0,0,0,0,0,1,0,16,18000,1,2500,0,0,0,1
0,3679,0,0,750,4,0,12,1,1,0,58000,1,2,0,36,2,0,0,25500,0,0,2,1,0,67,2016,7,0,0,3,0,1,0,0,0,0,0,0,21,32500,1,3000,1,0,0,1
0,3679,0,1,750,4,0,12,1,1,0,58000,1,2,0,63,2,0,0,25500,0,0,2,1,0,177,2015,7,0,0,3,1,1,0,0,0,0,0,0,21,32500,1,2550,0,0,0,1
0,2063,0,1,750,0,0,8,0,1,1,10500,1,2,0,65,0,0,0,0,4,0,0,1,0,120,2018,2,0,0,0,2,1,0,0,0,0,0,0,6,10500,1,3000,0,0,0,1
0,2064,0,1,750,0,0,12,0,2,1,19500,1,27,0,67,3,0,1,0,4,0,1,0,0,59,2015,2,0,0,0,0,0,0,0,0,0,0,0,14,19500,1,2400,0,0,0,1
0,3694,0,1,750,0,0,5,0,1,1,28500,1,23,0,58,3,0,0,14500,3,0,1,1,4,76,2013,2,0,0,1,0,0,0,0,0,0,0,0,5,14000,1,3000,0,0,1,0
0,419,0,1,750,0,0,7,0,1,1,14500,1,29,1,31,3,0,0,0,0,0,1,1,0,148,2017,2,0,0,0,1,0,0,0,0,0,0,0,22,14500,1,3000,0,0,0,0
0,3700,0,1,750,2,0,9,1,1,0,18500,1,12,1,59,3,0,0,6000,3,0,1,1,0,57,2019,4,0,0,4,2,1,0,0,0,0,0,0,20,12500,1,3000,0,0,0,0
0,421,0,0,750,2,0,4,0,1,1,14500,1,20,0,62,3,0,0,0,5,0,1,1,0,183,2014,2,1,0,0,2,0,0,0,0,0,0,0,16,14500,1,2900,0,0,0,1
0,422,0,1,750,0,0,8,0,1,1,21000,1,31,0,44,3,0,1,0,5,0,1,0,0,177,2018,1,0,0,0,2,0,0,0,0,0,0,0,4,21000,1,3000,0,0,1,0
