1389,0,1,750,0,0,3,0,2,1,6500,0,17,0,39,3,0,0,0,6,0,0,1,0,15,2018,2,0,0,0,1,0,0,0,1,0,0,0,17,6500,1,2800,0,0,0,1
3628,0,0,750,1,0,4,0,1,1,31871,1,13,0,21,1,0,0,14900,5,0,1,1,0,1,2018,3,0,0,0,1,1,0,0,0,0,0,0,1,16971,1,3000,1,0,0,1
1024,0,1,750,0,0,4,1,1,0,43637,1,27,0,55,4,0,0,19100,5,0,2,1,0,308,2014,3,0,0,3,0,1,0,0,0,0,0,0,18,24537,1,3000,0,0,0,1
4321,0,1,750,0,0,11,1,1,0,12000,1,21,0,32,1,0,0,0,3,0,0,1,0,44,2015,1,0,0,0,1,0,0,0,0,0,0,0,13,12000,1,3000,0,0,0,1
3165,0,0,750,1,0,3,1,1,0,37231,0,1,0,63,4,0,0,25700,4,0,0,1,0,174,2015,2,0,0,0,0,0,0,0,1,0,0,0,17,11531,1,2950,1,0,0,1
3316,0,0,750,0,0,9,0,1,1,71675,0,4,1,55,1,0,0,58000,2,0,0,1,0,291,2017,1,0,0,0,1,0,0,0,1,0,0,0,22,13675,1,3000,0,1,0,0
4485,0,1,750,0,0,3,0,1,1,39500,0,8,1,53,1,1,0,2500,4,0,2,0,0,205,2017,2,0,0,1,0,0,0,0,0,1,0,0,18,37000,1,3000,0,0,0,0
1493,0,1,750,0,0,9,0,1,1,32584,1,11,0,31,3,0,0,12900,2,0,1,1,0,55,2015,2,0,0,0,1,0,0,0,0,0,0,0,17,19684,1,3000,0,0,1,0
1601,0,1,750,0,0,12,1,1,0,57028,0,11,0,40,3,0,0,15100,2,0,2,1,0,126,2020,2,0,0,1,0,0,0,0,0,1,0,0,20,41928,1,3000,0,0,0,1
4123,0,1,750,0,0,9,0,1,1,25000,1,29,0,47,3,0,0,0,6,0,1,1,0,97,2016,2,0,0,0,1,1,0,0,0,0,0,0,11,25000,1,3000,0,0,1,0
4745,0,0,750,2,0,1,1,1,0,20500,1,18,0,48,3,0,0,0,4,0,2,1,0,229,2010,3,0,0,0,2,1,0,0,0,0,0,0,12,20500,1,3000,0,1,0,1
1340,1,0,750,0,0,1,1,1,0,18000,1,18,0,51,3,0,0,0,4,1,1,0,0,185,2017,1,0,0,0,2,0,1,0,0,0,0,0,14,18000,0,2550,0,1,0,0
994,0,1,750,0,0,11,0,1,1,34500,1,18,0,52,1,0,0,22600,0,0,0,1,0,318,2019,3,0,0,0,0,1,0,0,0,0,0,0,13,11900,1,2600,0,0,1,0
4319,0,1,750,0,0,12,0,1,1,14500,0,11,0,52,1,0,0,0,2,0,0,1,1,116,2008,1,0,0,0,1,0,0,0,1,0,0,0,10,14500,1,3000,0,0,0,1
3743,0,1,750,2,0,3,0,1,1,15723,0,13,1,35,3,0,0,3000,2,0,0,1,1,69,2016,2,0,0,0,2,0,0,0,1,0,0,0,5,12723,1,3000,0,0,0,0
841,0,1,750,0,0,8,0,1,1,9500,0,13,0,39,3,0,0,0,1,0,0,1,0,152,2015,1,0,0,0,1,0,0,0,1,0,0,0,16,9500,1,3000,0,0,0,1
2796,0,0,750,1,0,4,1,1,0,15944,1,20,0,53,4,0,0,6800,5,0,1,1,0,115,2006,4,0,0,4,0,1,0,0,0,0,0,0,5,9144,1,2300,1,0,0,1
4761,0,1,750,0,0,2,0,1,1,29045,0,8,0,36,1,0,0,19900,4,0,0,1,0,67,2017,1,0,0,0,3,0,0,0,1,0,0,0,10,9145,1,3000,0,0,1,0
513,0,1,750,0,0,10,1,3,0,6825,0,23,0,34,1,0,0,2000,2,0,0,0,0,47,2008,2,0,0,0,1,0,0,0,1,0,1,0,13,4825,1,2400,0,0,0,1
4300,0,0,750,0,0,7,0,1,1,12000,0,23,0,37,4,0,0,0,1,0,0,1,0,65,2015,2,0,0,0,0,0,0,0,1,0,0,0,16,12000,1,3000,1,0,1,0
2616,0,1,750,0,0,5,1,4,0,8500,0,31,0,33,4,0,0,0,4,1,0,0,0,21,2012,1,0,0,0,0,0,1,1,1,0,0,0,8,8500,0,2850,0,0,0,0
2760,1,1,750,0,0,12,1,1,0,37140,1,20,0,48,4,0,0,15300,4,1,1,0,0,192,2015,1,0,0,0,1,0,1,0,0,0,0,0,9,21840,0,3000,0,0,0,0
4825,0,1,750,0,0,10,0,1,1,33500,1,31,0,45,3,0,0,15000,3,0,1,1,0,70,2018,2,0,0,1,0,1,0,0,0,0,0,0,17,18500,1,3000,0,0,1,0
4410,0,0,750,1,0,9,0,1,1,79758,0,3,0,50,3,0,0,78500,1,0,0,1,0,107,2009,2,1,0,0,1,0,0,0,1,0,0,0,19,1258,1,2400,0,0,0,1
3524,0,1,750,0,0,1,1,1,0,57496,0,27,0,21,1,0,1,46100,6,0,0,0,0,37,2013,2,0,0,0,0,0,0,0,1,0,0,0,9,11396,1,3000,0,0,0,1
2400,0,1,750,0,0,1,1,3,0,13500,1,4,0,24,2,0,0,0,4,0,1,1,0,24,2018,2,0,0,0,1,1,0,0,0,0,0,0,12,13500,1,3000,0,0,1,0
4243,0,1,750,0,0,12,0,1,1,32845,1,20,0,35,3,0,0,16300,4,0,1,1,1,81,2018,2,0,0,1,0,1,0,0,0,0,0,0,7,16545,1,3000,0,0,0,1
1647,0,0,750,2,1,3,0,3,1,8000,1,28,0,39,3,0,0,0,3,0,0,1,1,33,2018,3,0,0,0,2,1,0,0,0,0,0,0,7,8000,1,3000,0,0,0,1
4282,0,1,750,3,0,1,0,1,1,34000,1,30,0,28,4,0,0,3000,2,0,2,1,0,112,2015,3,0,0,1,1,1,0,0,0,0,0,0,19,31000,1,2850,0,0,0,1
785,0,0,750,0,0,3,0,1,0,47500,0,6,0,53,4,0,0,9000,2,0,2,1,0,96,2016,2,0,0,1,0,0,0,0,0,1,0,0,16,38500,1,3000,1,0,0,1
1660,0,0,750,1,0,5,0,1,1,37000,0,31,0,32,1,0,0,13500,4,0,2,1,0,17,2015,2,1,0,2,1,0,0,0,0,1,0,0,11,23500,1,2800,0,0,1,0
244,0,0,750,1,0,11,0,5,1,19000,1,18,0,30,3,0,0,0,0,0,1,1,0,11,2017,2,0,0,0,1,1,0,0,0,0,0,0,18,19000,1,2900,1,0,0,1
434,0,0,750,1,0,10,0,1,1,27498,0,30,0,49,3,0,0,14500,2,0,1,1,0,344,2016,2,0,1,1,2,0,0,0,0,0,0,0,20,12998,1,3000,0,1,0,1
3439,0,1,750,4,0,12,0,2,1,42913,1,9,1,24,3,0,0,4100,0,0,2,1,4,27,2020,4,0,0,2,1,1,0,0,0,0,0,0,16,38813,1,3000,0,0,0,0
1916,0,1,750,2,0,9,0,1,1,10000,1,18,1,41,3,0,0,0,2,0,0,1,0,87,2011,3,0,0,0,1,1,0,0,0,0,0,0,15,10000,1,2750,0,0,0,0
4508,0,1,750,1,0,1,0,1,0,54277,1,23,0,54,3,0,0,33000,2,0,1,1,0,60,2018,2,0,0,2,1,0,0,0,0,0,0,0,15,21277,1,3000,0,0,0,1
4996,0,1,750,3,0,8,0,3,1,17194,0,7,0,33,2,0,0,15700,2,0,0,1,0,4,2015,2,0,0,0,1,0,0,0,1,0,0,0,5,1494,1,2550,0,0,0,1
501,0,1,750,2,0,4,0,1,1,16184,0,29,0,48,3,0,0,3500,0,0,0,1,0,150,2014,2,0,0,0,0,0,0,0,1,0,0,0,14,12684,1,3000,0,0,0,1
3091,0,1,750,4,0,2,0,1,0,89500,1,18,0,56,2,0,0,50000,0,0,2,1,0,101,2019,4,0,0,2,0,1,0,0,0,0,0,0,5,39500,1,2750,0,0,0,1
3087,0,1,750,0,0,8,0,1,1,16034,1,13,0,59,2,0,0,7800,1,1,0,0,0,173,2014,1,0,0,0,0,0,1,1,0,0,0,0,17,8234,0,3000,0,0,0,0
4934,0,0,750,2,1,1,1,1,0,13500,1,28,0,65,1,0,0,0,0,0,0,1,0,84,2015,3,0,0,0,1,1,0,0,0,0,0,0,18,13500,1,2650,0,0,0,1
330,0,0,750,1,0,4,1,1,0,32500,1,11,0,54,3,1,0,0,3,0,2,0,0,127,2012,3,0,0,0,0,1,0,0,0,0,0,0,4,32500,1,3000,1,0,0,1
543,0,1,750,0,0,8,1,2,0,18725,0,17,0,41,3,0,1,3700,5,0,1,0,0,55,2020,2,0,1,0,3,0,0,0,0,0,0,0,6,15025,1,3000,0,0,1,0
1539,0,1,750,1,0,11,1,3,0,44647,1,8,0,44,3,1,0,10900,4,0,2,0,0,25,2018,3,0,0,1,3,1,0,0,0,0,0,0,8,33747,1,3000,0,0,0,1
776,0,1,750,2,0,11,0,1,1,16500,1,13,0,49,3,0,0,0,2,0,1,0,0,208,2014,5,0,0,0,1,1,0,0,0,0,1,0,12,16500,1,3000,0,0,1,0
3104,0,1,750,1,0,7,0,1,1,22557,0,14,1,52,3,0,0,9800,6,0,0,1,0,118,2012,2,0,0,0,3,0,0,0,1,0,0,0,4,12757,1,2400,0,0,0,0
498,0,1,750,0,0,11,1,1,0,1000,1,26,0,51,3,0,0,0,1,1,0,0,0,176,2011,1,0,0,0,2,0,1,1,0,0,0,0,0,1000,0,3000,0,0,0,0
4021,0,1,750,0,0,8,0,1,1,29955,1,21,0,50,1,0,0,17500,2,0,1,1,0,69,2015,1,0,0,0,2,0,0,0,0,0,0,0,4,12455,1,2600,0,0,0,1
189,0,1,750,2,0,6,0,3,1,29171,1,12,0,22,2,0,0,13100,2,0,1,1,0,28,2019,2,0,0,0,0,1,0,0,0,0,0,0,5,16071,1,2950,0,0,1,0
2153,0,0,750,0,0,1,0,1,1,17694,1,26,0,50,1,0,0,7000,5,1,0,0,0,106,2019,1,1,0,0,1,0,1,1,0,0,0,0,16,10694,0,3000,0,0,0,0
4172,0,0,750,1,0,5,1,1,0,10000,1,3,0,34,4,0,0,0,4,1,0,0,0,120,2018,1,1,0,0,2,0,1,1,0,0,0,0,20,10000,0,2650,0,0,0,0
3519,0,0,750,3,0,4,1,2,0,62000,1,30,0,65,3,0,0,30000,1,0,2,1,0,52,2012,3,0,0,1,2,1,0,0,0,0,0,0,12,32000,1,3000,1,0,0,1
4182,0,1,750,1,0,9,0,4,1,43445,0,23,1,30,3,0,0,23500,0,0,1,1,1,35,2019,2,0,1,0,3,0,0,0,0,0,0,0,13,19945,1,3000,0,0,0,0
3138,0,1,750,0,0,6,0,1,1,47181,0,16,0,49,3,0,1,7200,6,0,2,0,0,146,2015,2,0,1,0,0,0,0,0,0,0,0,0,17,39981,1,3000,0,0,0,1
4248,0,1,750,2,0,4,0,1,1,31297,1,9,0,37,4,0,0,11500,1,0,0,1,0,101,2019,3,0,0,0,2,1,0,0,0,0,0,0,12,19797,1,3000,0,0,0,1
855,0,1,750,1,0,4,0,1,1,21500,1,16,0,62,3,0,0,6500,1,0,1,1,0,269,2015,2,0,0,2,1,1,0,0,0,0,0,0,18,15000,1,3000,0,0,1,0
1177,0,1,750,3,0,2,0,1,1,21176,1,19,0,70,4,0,0,10100,1,0,1,1,1,176,2017,3,0,0,4,0,1,0,0,0,0,0,0,11,11076,1,3000,0,0,0,1
3759,0,1,750,2,0,10,0,5,1,34032,1,30,0,37,1,0,0,3000,2,0,2,1,0,19,2015,3,0,0,4,1,1,0,0,0,0,0,0,13,31032,1,3000,0,0,1,0
2715,0,0,750,0,0,2,1,1,0,23338,1,13,0,64,3,0,0,3700,2,0,0,1,0,85,2018,1,0,0,0,0,0,0,0,0,0,0,0,6,19638,1,2750,1,0,0,1
2469,0,0,750,2,0,3,1,1,0,6000,0,8,1,72,3,0,0,0,4,0,0,1,0,364,2014,2,1,0,0,3,0,0,0,1,0,0,0,10,6000,1,2800,0,0,0,0
1345,0,1,750,1,0,10,1,1,0,7500,1,13,1,53,2,0,0,0,6,0,0,0,0,84,2017,3,0,0,0,2,1,0,0,0,0,1,0,14,7500,1,3000,0,0,0,0
98,0,1,750,0,0,12,0,1,1,6500,1,26,0,60,4,0,0,0,3,1,0,0,0,190,2017,1,0,0,0,0,0,1,1,0,0,0,0,14,6500,0,3000,0,0,0,0
599,0,0,750,1,0,1,0,1,1,39089,1,12,0,62,2,0,0,17300,5,0,1,0,0,242,2018,2,1,0,1,1,0,0,0,0,0,1,0,15,21789,1,3000,0,0,0,1
3182,0,0,750,1,0,4,0,1,1,46150,1,23,0,53,2,0,0,2600,1,0,2,1,0,39,2019,3,0,0,1,1,1,0,0,0,0,0,0,6,43550,1,3000,1,0,0,1
3252,0,1,750,3,0,11,0,3,1,18000,1,6,0,43,2,0,0,0,2,0,1,1,0,16,2017,3,0,0,0,1,1,0,0,0,0,0,0,9,18000,1,3000,0,0,0,1
1224,1,1,750,0,0,3,0,1,1,36267,1,31,0,63,1,0,0,17600,6,1,1,0,0,70,2017,1,0,0,0,0,0,1,0,0,0,0,0,14,18667,0,3000,0,0,0,0
412,0,1,750,2,0,11,0,1,1,68000,1,12,0,56,1,0,0,30000,1,0,2,1,0,139,2018,3,0,0,1,2,1,0,0,0,0,0,0,12,38000,1,3000,0,0,1,0
3755,0,0,750,2,0,7,0,1,1,12000,1,8,0,34,3,0,0,0,0,0,1,1,0,78,2016,3,0,0,0,1,1,0,0,0,0,0,0,15,12000,1,3000,1,0,1,0
4251,0,1,750,0,0,11,1,1,0,16500,0,27,0,37,1,0,0,0,2,1,0,0,0,92,2016,1,0,0,0,3,0,1,1,1,0,0,0,11,16500,0,3000,0,0,0,0
957,0,0,750,2,0,7,1,1,0,18424,0,10,0,24,1,0,0,8800,2,0,0,1,0,64,2016,2,0,0,0,0,0,0,0,1,0,0,0,16,9624,1,2800,1,0,0,1
4574,0,0,750,1,0,2,0,1,1,23000,1,6,0,44,3,0,0,0,2,0,1,1,0,202,2020,2,0,0,0,1,1,0,0,0,0,0,0,12,23000,1,2750,1,0,1,0
541,0,0,750,0,0,11,0,1,1,38126,1,4,0,66,4,0,0,30800,0,1,0,0,0,120,2018,1,0,0,0,0,0,1,1,0,0,0,0,14,7326,0,2900,1,0,0,0
3806,0,0,750,0,0,8,1,1,0,19427,0,25,0,44,4,0,0,7900,6,0,0,1,0,46,2018,1,1,0,0,1,0,0,0,1,0,0,0,19,11527,1,3000,0,0,0,1
4937,0,0,750,1,0,10,1,2,0,15000,1,1,0,39,3,0,0,0,1,0,0,1,0,7,2016,2,0,0,0,1,0,0,0,0,0,0,0,12,15000,1,3000,1,0,1,0
2499,0,1,750,2,0,5,1,1,0,37056,1,31,0,27,3,0,0,14400,4,0,1,1,0,94,2019,2,0,0,0,1,0,0,0,0,0,0,0,18,22656,1,3000,0,0,0,1
3271,0,1,750,2,0,7,0,1,1,12500,1,19,0,34,3,0,0,0,4,0,0,1,0,79,2018,2,0,0,0,2,1,0,0,0,0,0,0,10,12500,1,3000,0,0,1,0
3129,0,1,750,0,0,12,0,1,1,12000,1,16,0,65,3,0,0,0,0,1,0,0,0,115,2019,1,0,0,0,0,0,1,1,0,0,0,0,14,12000,0,2800,0,0,0,0
25,0,1,750,1,0,1,1,5,0,11000,1,13,0,38,4,0,0,0,6,0,0,1,0,7,2012,3,0,0,0,0,1,0,0,0,0,0,0,16,11000,1,2650,0,0,0,1
996,0,0,750,1,1,2,0,1,1,23888,1,28,1,50,3,0,0,7600,3,0,1,1,0,63,2019,2,0,0,1,1,1,0,0,0,0,0,0,7,16288,1,3000,0,0,0,0
4652,0,1,750,2,0,8,0,3,1,23500,1,6,1,44,4,1,0,0,1,0,2,0,0,22,2018,3,0,0,0,2,1,0,0,0,0,0,0,12,23500,1,3000,0,0,0,0
1685,0,0,750,0,1,4,1,2,0,29147,0,14,0,61,3,0,0,17900,6,0,0,1,0,49,2017,2,0,0,0,1,0,0,0,1,0,0,0,16,11247,1,2600,0,0,1,0
1226,0,1,750,0,0,11,1,1,0,34692,1,18,0,48,1,0,0,18500,0,1,1,0,0,112,2017,1,0,0,0,0,0,1,1,0,0,0,0,13,16192,0,3000,0,0,0,0
2656,0,1,750,0,0,1,0,4,1,35500,1,8,0,20,3,0,0,15000,1,0,1,1,0,23,2019,2,0,0,1,0,0,0,0,0,0,0,0,12,20500,1,3000,0,0,1,0
1194,0,1,750,1,0,5,0,4,1,16045,1,2,0,29,3,0,1,5500,3,0,0,0,0,23,2014,2,0,0,1,2,0,0,0,0,0,0,0,18,10545,1,2900,0,0,0,1
1060,0,0,750,1,0,1,1,3,0,69518,1,15,0,49,4,0,0,29600,1,0,2,1,0,6,2017,3,0,0,1,3,1,0,0,0,0,0,0,14,39918,1,3000,0,1,0,1
2066,1,1,750,0,0,10,0,5,1,19000,1,20,0,43,3,0,0,0,6,1,1,0,0,8,2018,1,0,0,0,0,0,1,0,0,0,0,0,11,19000,0,3000,0,0,0,0
4154,0,1,750,1,0,7,0,1,1,12000,0,26,0,30,1,0,0,0,4,0,0,1,2,53,2015,2,0,0,0,2,0,0,0,1,0,0,0,14,12000,1,3000,0,0,0,1
148,0,1,750,1,0,9,0,1,1,78878,0,12,0,26,2,0,0,66200,3,0,0,1,0,69,2005,2,0,0,0,0,0,0,0,1,0,0,0,18,12678,1,2450,0,0,0,1
3642,0,0,750,0,0,1,0,1,1,23152,1,15,0,47,4,0,1,9100,1,0,0,0,0,80,2017,2,0,0,0,1,1,0,0,0,0,0,0,8,14052,1,3000,0,1,1,0
3026,0,1,750,1,0,12,0,2,1,22000,1,24,0,29,4,0,0,0,1,0,1,1,0,53,2018,2,0,0,0,1,1,0,0,0,0,0,0,9,22000,1,3000,0,0,0,1
2483,0,1,750,0,0,12,0,1,1,10000,0,29,0,37,3,0,0,0,6,0,0,1,0,52,2016,2,0,0,0,0,0,0,0,1,0,0,0,14,10000,1,3000,0,0,0,1
4099,0,0,750,0,0,8,0,1,1,65659,0,22,0,49,1,0,0,21700,3,0,2,1,0,126,2015,2,0,0,1,0,0,0,0,0,1,0,0,1,43959,1,2550,1,0,1,0
2771,0,1,750,0,0,5,0,1,1,28500,1,4,0,49,2,0,0,15000,5,0,1,1,0,157,2014,2,0,0,1,0,1,0,0,0,0,0,0,2,13500,1,2900,0,0,1,0
1738,0,1,750,1,0,10,0,1,1,25292,1,16,0,47,3,1,0,7000,2,0,1,0,0,146,2015,2,0,0,0,1,0,0,0,0,0,0,0,0,18292,1,2700,0,0,0,1
1235,0,1,750,4,0,3,1,1,0,21124,1,22,0,49,4,0,0,6800,4,0,1,1,0,122,2015,3,0,0,0,2,1,0,0,0,0,0,0,16,14324,1,3000,0,0,0,1
4521,0,0,750,0,0,4,0,1,0,26000,1,26,0,70,3,0,0,3000,4,1,1,0,0,215,2019,1,0,0,1,2,0,1,1,0,0,0,0,12,23000,0,3000,1,0,0,0
2746,0,1,750,3,0,9,0,2,0,82500,1,13,0,21,1,0,0,50000,4,0,2,0,0,9,2006,4,0,0,2,1,1,0,0,0,0,1,0,7,32500,1,3000,0,0,1,0
4176,0,1,750,0,0,3,0,1,1,4700,1,1,0,47,4,0,0,3700,4,0,0,1,0,126,2015,3,0,0,1,1,1,0,0,0,0,0,0,7,1000,1,2900,0,0,0,1
4361,0,0,750,0,0,6,0,1,1,8500,0,5,0,54,2,0,0,0,2,0,0,1,0,123,2013,1,0,0,0,2,0,0,0,1,0,0,0,13,8500,1,3000,0,1,0,1
2828,0,0,750,0,1,8,1,1,0,8610,1,26,0,35,4,0,0,7600,0,1,0,0,0,165,2016,1,0,0,0,2,0,1,1,0,0,0,0,15,1010,0,3000,0,0,0,0
564,0,1,750,0,0,5,0,1,1,32500,1,25,1,41,1,0,0,3500,5,0,2,1,0,90,2016,2,0,0,2,0,0,0,0,0,0,0,0,11,29000,1,2700,0,0,0,0
3011,0,1,750,0,0,2,0,3,1,7500,0,4,0,22,1,0,0,0,0,0,0,1,0,29,2009,2,0,0,0,3,0,0,0,1,0,0,0,16,7500,1,3000,0,0,0,1
4955,0,1,750,1,0,8,1,1,0,95306,1,9,1,37,3,0,0,51200,4,0,2,1,0,104,2020,3,0,0,0,2,1,0,0,0,0,0,0,23,44106,1,3000,0,0,0,0
